rhoc,R,M,Lambda
224000000000000.0,15.720021399999936,0.28883386617832874,1922788.5559810838
242696969696969.72,15.10002449999994,0.34318441271096156,908363.7076438162
261393939393939.44,14.700026499999941,0.40209389234942317,452311.54377166636
280090909090909.12,14.460027699999943,0.46301645224714305,240966.49982984253
298787878787878.9,14.320028399999943,0.5254540056827149,135774.43999300065
317484848484848.56,14.220028899999942,0.5893782448994864,79948.79741257428
336181818181818.25,14.160029199999943,0.6553076591003808,48593.62285341879
354878787878788.0,14.120029399999943,0.7235810004508417,30250.86544070907
373575757575757.75,14.100029499999943,0.793538515171215,19300.03022182757
392272727272727.44,14.080029599999945,0.862392211956734,12771.840736632279
410969696969697.1,14.080029599999945,0.9278126704593699,8822.374638035948
429666666666666.9,14.060029699999944,0.9889270125240661,6345.793620226188
448363636363636.56,14.060029699999944,1.0465186883274218,4706.231621391423
467060606060606.25,14.060029699999944,1.0998693622825568,3597.2661560367255
485757575757576.0,14.040029799999944,1.1483037163761687,2833.9366823857254
504454545454545.75,14.020029899999944,1.1911117981346455,2302.7681743898793
523151515151515.44,14.020029899999944,1.22799178557133,1928.5097332196528
541848484848485.1,14.000029999999944,1.2604363975798636,1650.4651647039768
560545454545454.9,13.980030099999944,1.2904637347495875,1428.3312457550294
579242424242424.5,13.960030199999943,1.3194829639114827,1241.0777954293135
597939393939394.2,13.920030399999945,1.3484317889168587,1077.4893955717976
616636363636364.0,13.900030499999945,1.3766305805413928,937.8437085371568
635333333333333.8,13.860030699999944,1.4035277794368946,820.6303969386513
654030303030303.5,13.820030899999946,1.4287467548048063,723.1890462000711
672727272727273.1,13.780031099999945,1.4519476831838969,643.0101965089736
691424242424242.9,13.740031299999945,1.473412267978449,576.0460078522866
710121212121212.5,13.720031399999945,1.4934261461115448,519.1751040233578
728818181818182.2,13.680031599999946,1.5120787696030715,470.52885116667295
747515151515152.0,13.640031799999946,1.5295031184297074,428.5511618022943
766212121212121.8,13.600031999999945,1.5457175458114953,392.27233120698145
784909090909091.5,13.560032199999947,1.5607745620434976,360.75122266487466
803606060606061.1,13.520032399999947,1.5748921877552242,332.9765217192836
822303030303030.9,13.480032599999946,1.5882395365598452,308.1785156367973
841000000000000.6,13.440032799999948,1.6009115980473956,285.85271940134464
859696969696970.2,13.400032999999947,1.6129320408782417,265.73151259592805
878393939393940.0,13.360033199999947,1.6243066901629064,247.57268979754832
897090909090909.8,13.320033399999947,1.6351082253775167,231.09693136278696
915787878787879.5,13.280033599999948,1.6453638464586238,216.09154235137748
934484848484849.1,13.240033799999948,1.6550845793164044,202.42859454259076
953181818181818.9,13.180034099999949,1.6643243397302756,189.92411110538995
971878787878788.6,13.140034299999948,1.6731120817543033,178.45235899907112
990575757575758.2,13.100034499999948,1.681459909996027,167.92425343049973
1009272727272728.0,13.060034699999948,1.6893793773962749,158.23272142184078
1027969696969697.8,13.02003489999995,1.6969085957907517,149.29418790797916
1046666666666667.5,12.980035099999949,1.7040586026426896,141.03701599289812
1065363636363637.1,12.940035299999948,1.710850739530624,133.40314051447928
1084060606060606.9,12.88003559999995,1.7173051102874293,126.32409714739477
1102757575757576.6,12.84003579999995,1.7234776864749644,119.71094427428233
1121454545454546.2,12.800035999999949,1.7293566335263024,113.53749745094974
1140151515151516.0,12.76003619999995,1.734893793989739,107.85188188283863
1158848484848485.8,12.72003639999995,1.7400056319717485,102.68275601163596
1177545454545455.5,12.68003659999995,1.744702150975488,98.00439648125736
1196242424242425.0,12.640036799999951,1.749041610850475,93.72759137811883
1214939393939395.0,12.60003699999995,1.7530532143739732,89.7969149351721
1233636363636364.5,12.56003719999995,1.7568084623284823,86.13319241195889
1252333333333334.5,12.520037399999952,1.7602893568401987,82.73260583742936
1271030303030304.0,12.480037599999951,1.7635269418197228,79.55612097845729
1289727272727273.8,12.440037799999951,1.7665327825848833,76.58152477302718
1308424242424243.5,12.400037999999952,1.7693135119659529,73.79846084751594
1327121212121213.0,12.380038099999952,1.77188512899557,71.18439692216018
1345818181818183.0,12.340038299999952,1.7742950821571664,68.69263875647064
1364515151515152.5,12.300038499999951,1.7765096670847198,66.34328112392757
1383212121212122.2,12.260038699999953,1.7785391381482105,64.13223770033255
1401909090909092.0,12.240038799999953,1.7803715689922572,62.07312107461511
1420606060606061.8,12.200038999999952,1.782020013358533,60.14973853014361
1439303030303031.5,12.160039199999952,1.7834982378062003,58.345868370133275
1458000000000001.2,12.140039299999954,1.7848065689538224,56.66291254573219
1476696969696971.0,12.100039499999953,1.7859399588828713,55.11311627799546
1495393939393940.5,12.080039599999953,1.7869202733026115,53.684996024268685
1514090909090910.2,12.040039799999953,1.7877185526985913,52.40947183561828
1532787878787880.0,12.020039899999952,1.7883801244453792,51.235340257215384
1551484848484849.8,12.000039999999954,1.7889213213096242,50.142459301790325
1570181818181819.5,11.960040199999954,1.7893560435170885,49.106660738760816
1588878787878789.2,11.940040299999954,1.789697788274238,48.12163359582004
1607575757575759.0,11.920040399999953,1.7899340680166695,47.18282468184615
1626272727272728.5,11.900040499999953,1.790079331071217,46.29254822689345
1644969696969698.2,11.880040599999955,1.7901355716800351,45.444904187414586
