rhoc,R,M,Lambda
224000000000000.0,19.999999999999915,0.10462390174859637,166022349.83927324
252040404040404.06,19.999999999999915,0.12447575657397647,51886538.17991495
280080808080808.1,19.880000599999917,0.14893130900774115,18262602.988071404
308121212121212.1,16.700016499999933,0.17715272045786817,7523563.864719772
336161616161616.2,14.92002539999994,0.20844128827689443,3441528.1838581525
364202020202020.25,13.840030799999944,0.24244896508461838,1693575.0717397921
392242424242424.3,13.120034399999948,0.27870322736635017,886115.5325311902
420282828282828.4,12.640036799999951,0.31695362487866013,487552.02784821496
448323232323232.4,12.300038499999951,0.35691487803640687,280172.3324064298
476363636363636.5,12.040039799999953,0.3982542014558443,167378.10803297313
504404040404040.5,11.840040799999954,0.44249678696418504,101512.48781053213
532444444444444.56,11.680041599999955,0.49679336689090364,58310.0517976152
560484848484848.6,11.560042199999955,0.5556952420130044,33959.30435198044
588525252525252.8,11.480042599999956,0.6177601282199862,20283.06885166266
616565656565656.8,11.420042899999956,0.6824100267685705,12428.052106834577
644606060606060.8,11.400042999999956,0.7490717567099832,7808.487100002681
672646464646464.8,11.380043099999956,0.8170955383671744,5026.53849878656
700686868686868.9,11.360043199999957,0.8860360464613194,3309.7271034237733
728727272727273.0,11.360043199999957,0.9555826136111171,2223.750751145161
756767676767677.0,11.360043199999957,1.0247700612540245,1527.0089594971778
784808080808081.0,11.360043199999957,1.0933729248308355,1068.9339531015003
812848484848485.1,11.360043199999957,1.1611904632640542,761.2805423834561
840888888888889.1,11.340043299999957,1.2274521943644408,552.0934250853401
868929292929293.1,11.340043299999957,1.2922613226754271,406.5021572464328
896969696969697.2,11.340043299999957,1.3551643498403887,303.8595783537602
925010101010101.2,11.320043399999957,1.4156501228343827,230.73001197577196
953050505050505.4,11.320043399999957,1.4742835860963992,177.19057967112394
981090909090909.4,11.300043499999957,1.5303668024551034,137.88563041056284
1009131313131313.4,11.280043599999956,1.583149163682303,108.9592711520644
1037171717171717.5,11.260043699999956,1.6324824823846347,87.40529066528462
1065212121212121.5,11.220043899999958,1.6791939905917677,70.85197114400917
1093252525252525.6,11.200043999999957,1.7233401026312571,57.985253346670035
1121292929292929.6,11.160044199999957,1.7648351370026893,47.91749591928187
1149333333333333.5,11.140044299999957,1.8037355860287032,39.949434311280285
1177373737373737.8,11.100044499999958,1.8401381344262266,33.58826641998323
1205414141414141.8,11.060044699999958,1.8741077842639926,28.463360611443015
1233454545454546.0,11.020044899999958,1.9057252806440435,24.300617974275557
1261494949494950.0,10.980045099999959,1.9350829053622642,20.891791397709436
1289535353535354.0,10.940045299999959,1.9622808196865837,18.08298331143753
1317575757575758.0,10.900045499999958,1.9873780908038292,15.750666615065885
1345616161616162.0,10.860045699999958,2.010498782272624,13.803579222774584
1373656565656566.0,10.82004589999996,2.0316853901940046,12.169607093815557
1401696969696970.2,10.760046199999959,2.050969951771775,10.793999912624297
1429737373737374.2,10.72004639999996,2.0669371047884892,9.727321753453698
1457777777777778.2,10.68004659999996,2.081391205891421,8.81015065199862
1485818181818182.2,10.64004679999996,2.0944053713280417,8.015867268221381
1513858585858586.2,10.60004699999996,2.106100424097792,7.325051140185661
1541898989898990.5,10.56004719999996,2.1165278785333896,6.722166875275215
1569939393939394.5,10.52004739999996,2.1258125383666826,6.1903397455016504
1597979797979798.5,10.48004759999996,2.13405053196248,5.718450534210096
1626020202020202.5,10.44004779999996,2.139910591462954,5.380372717160087
1654060606060606.5,10.400047999999959,2.1441179814312608,5.129672044520257
1682101010101010.8,10.38004809999996,2.147718784845853,4.902224608660974
1710141414141414.8,10.36004819999996,2.150790374943663,4.695084206028909
1738181818181818.8,10.32004839999996,2.153300073287264,4.506617898414927
1766222222222222.8,10.30004849999996,2.155299472510725,4.334950741258856
1794262626262626.8,10.28004859999996,2.1568554319363993,4.17705023926205
1822303030303031.0,10.240048799999961,2.157956618162708,4.031730776405067
1850343434343435.0,10.220048899999961,2.1586461549798717,3.8987387288480595
1878383838383839.0,10.20004899999996,2.15895814477245,3.7752106893815185
