rhoc,R,M,Lambda
362711295627272.75,14.560027199999942,0.7399035828056327,27866.23583569393
376582425190000.0,14.500027499999941,0.7892673253358372,20287.632819887716
390453554752727.25,14.460027699999943,0.8380596023336215,15051.837540709726
404324684315454.56,14.440027799999942,0.8860887350511136,11363.936444158857
418195813878181.8,14.400027999999942,0.9331938708229117,8718.452355012334
432066943440909.1,14.380028099999942,0.9792407403594836,6789.777629879445
445938073003636.4,14.360028199999942,1.0241014358764482,5361.888321374147
459809202566363.6,14.340028299999943,1.0676702567711644,4289.71105051968
473680332129090.94,14.320028399999943,1.1098553969542249,3474.1536964801026
487551461691818.2,14.300028499999943,1.1505853838413995,2846.2611927998532
501422591254545.5,14.280028599999943,1.1897963623360903,2357.23861179811
515293720817272.75,14.260028699999943,1.2277972060500182,1969.0761821308429
529164850380000.0,14.240028799999942,1.264435243200159,1659.353807799349
543035979942727.3,14.220028899999942,1.2994986104640758,1411.092974091441
556907109505454.56,14.200028999999944,1.3331087513483684,1209.6236962054354
570778239068181.8,14.180029099999944,1.3656886450870669,1042.9415167652337
584649368630909.1,14.140029299999943,1.3966770854441246,906.3948693560102
598520498193636.4,14.120029399999943,1.426456473649916,792.4204189597951
612391627756363.6,14.100029499999943,1.455087073160364,696.5432555195566
626262757319091.0,14.080029599999945,1.4822113975580746,616.4590789952877
640133886881818.2,14.040029799999944,1.508605421604488,547.3167158627987
654005016444545.5,14.020029899999944,1.5334923600079222,489.1418251747162
667876146007272.8,13.980030099999944,1.557627318066106,438.47345585483964
681747275570000.0,13.960030199999943,1.5804264612836991,395.2292278764974
695618405132727.2,13.920030399999945,1.6024960864323254,357.27659287226294
709489534695454.5,13.900030499999945,1.6233406767380831,324.57475483981784
723360664258181.9,13.860030699999944,1.6435367080266237,295.5312081620403
737231793820909.1,13.840030799999944,1.6625370285760095,270.39022057808137
751102923383636.4,13.800030999999946,1.6810512315588846,247.74931911096388
764974052946363.8,13.780031099999945,1.6984268571601921,228.0387667956133
