rhoc,M,R,Lambda,I
1.960301958594496562e+14,2.973523068930658542e-01,1.449784627554260119e+01,2.057357144134806236e+06,2.364511961064655887e-01
2.016094279280556250e+14,3.169812046564346453e-01,1.440791601400714406e+01,1.569809697693338851e+06,2.590383921271720014e-01
2.071886789567236250e+14,3.366101024198034919e-01,1.433858634839377721e+01,1.215304188979568891e+06,2.821927812896832810e-01
2.127953030095766875e+14,3.562390001831722830e-01,1.428517066766477228e+01,9.534548653432799038e+05,3.058812735304617392e-01
2.184196146290040000e+14,3.758678979465410741e-01,1.424416125117079623e+01,7.567755323499429505e+05,3.300713923932892535e-01
2.240390418701548750e+14,3.954967957099099207e-01,1.421290749988288482e+01,6.068067120504593477e+05,3.547332687871466717e-01
2.296559626805177188e+14,4.151256934732787118e-01,1.418940546201592667e+01,4.911678708124021650e+05,3.798394562842973277e-01
2.352707856193717812e+14,4.347545912366475029e-01,1.417208325929641077e+01,4.009584861135642277e+05,4.053650697398548108e-01
2.408859126304835625e+14,4.543834890000163496e-01,1.415972793777503647e+01,3.297809434205957805e+05,4.312870367151958040e-01
2.465045258402410312e+14,4.740123867633851407e-01,1.415136196012560355e+01,2.731729302839889424e+05,4.575843329140397708e-01
2.521277513186774688e+14,4.936412845267539318e-01,1.414620888928162401e+01,2.281150970618242281e+05,4.842367760302930257e-01
2.577586998121636562e+14,5.132701822901227784e-01,1.414364319679181037e+01,1.909867143367002427e+05,5.112262288886162409e-01
2.634010878706930000e+14,5.328990800534916250e-01,1.414315333470168312e+01,1.610235608158065588e+05,5.385350925182212922e-01
2.690563223674431250e+14,5.525279778168603606e-01,1.414431884763558323e+01,1.364385505388122983e+05,5.661467534399798884e-01
2.747269987122173125e+14,5.721568755802290962e-01,1.414679420667385301e+01,1.161517199655437435e+05,5.940459973166863916e-01
2.804157583449464688e+14,5.917857733435980538e-01,1.415028750590132667e+01,9.932071374261929304e+04,6.222188276146219943e-01
2.861256734750900000e+14,6.114146711069667894e-01,1.415456463285573996e+01,8.526884267078357516e+04,6.506500511572895773e-01
2.918584890972662500e+14,6.310435688703355250e-01,1.415941917611896983e+01,7.348623849768655782e+04,6.793273114142472924e-01
2.976154503611418125e+14,6.506724666337044827e-01,1.416468551239102958e+01,6.355421327794968965e+04,7.082373593322600636e-01
3.033989167597223125e+14,6.703013643970732183e-01,1.417021367954975908e+01,5.514300227172023006e+04,7.373684233774636665e-01
3.092123758816728750e+14,6.899302621604419539e-01,1.417588773663676172e+01,4.800395102156761277e+04,7.667084790727194399e-01
3.150574259278734375e+14,7.095591599238109115e-01,1.418159479900277020e+01,4.189930954104739794e+04,7.962471034869098574e-01
3.209364631274812500e+14,7.291880576871796471e-01,1.418725353937008116e+01,3.667977424531097495e+04,8.259726368265072338e-01
3.268501053307206875e+14,7.488169554505483827e-01,1.419278267450409103e+01,3.219154240951775864e+04,8.558748109027756179e-01
3.327999743248455625e+14,7.684458532139173403e-01,1.419811884937101709e+01,2.832598118455884833e+04,8.859433454688667720e-01
3.387891756221652500e+14,7.880747509772860759e-01,1.420320183123085300e+01,2.497977072393308481e+04,9.161692769261150504e-01
3.448198673212808125e+14,8.077036487406548115e-01,1.420798332076591208e+01,2.207485282420525982e+04,9.465425948958369196e-01
3.508940523141631875e+14,8.273325465040237692e-01,1.421242203304308660e+01,1.955397566352540161e+04,9.770536543800832918e-01
3.570135272000128750e+14,8.469614442673925048e-01,1.421647788034872839e+01,1.735213590129760996e+04,1.007694054945079021e+00
3.631804735572680000e+14,8.665903420307612404e-01,1.422011858259021189e+01,1.542697937873462251e+04,1.038454681621649334e+00
3.693961544090336875e+14,8.862192397941301980e-01,1.422331549201945577e+01,1.373861727952563888e+04,1.069326959138429345e+00
3.756617590745398125e+14,9.058481375574989336e-01,1.422604317741925328e+01,1.225742744967999897e+04,1.100302608790982628e+00
3.819795302143650000e+14,9.254770353208676692e-01,1.422827991148103344e+01,1.095432043194961807e+04,1.131372956551191633e+00
3.883522620155050000e+14,9.451059330842366268e-01,1.423000518975620565e+01,9.801736310745418450e+03,1.162530424956435882e+00
3.947815338579530000e+14,9.647348308476053624e-01,1.423120072190815399e+01,8.787261474519451440e+03,1.193766865473965044e+00
4.012702925161663750e+14,9.843637286109740980e-01,1.423185354304584216e+01,7.886619504049606803e+03,1.225073784014053979e+00
4.078200562796591250e+14,1.003992626374343056e+00,1.423194464799281356e+01,7.085951989781193333e+03,1.256445000253354038e+00
4.144335607212602500e+14,1.023621524137711791e+00,1.423146383262636405e+01,6.376482151518192950e+03,1.287871366607891144e+00
