rhoc,M,R,Lambda
3.494019867416579375e+14,2.972381167926820278e-01,1.352410867842965381e+01,8.186055735943864565e+05
3.594623899386174375e+14,3.149842737752974187e-01,1.331164072867505332e+01,6.274146399297476746e+05
3.692553046322223750e+14,3.327304307579128095e-01,1.313475296102026135e+01,4.879369482376090600e+05
3.787817631962967500e+14,3.504765877405282004e-01,1.298601042113107518e+01,3.844038604301569285e+05
3.881020628482378750e+14,3.682227447231435913e-01,1.285987983701876125e+01,3.063410206467831740e+05
3.972360147985663750e+14,3.859689017057589822e-01,1.275214414476446478e+01,2.466319853741562692e+05
4.062028013044150000e+14,4.037150586883743175e-01,1.265953340647658365e+01,2.004341867252438096e+05
4.150112010485845000e+14,4.214612156709897084e-01,1.257948754614739606e+01,1.642571196217751713e+05
4.236815331904693125e+14,4.392073726536050993e-01,1.250996489138603529e+01,1.356397504391268303e+05
4.322310184931427500e+14,4.569535296362204901e-01,1.244932176302683402e+01,1.127990441040175065e+05
4.406730300209012500e+14,4.746996866188358810e-01,1.239622206590478726e+01,9.440594825264373503e+04
4.490192628298679375e+14,4.924458436014512719e-01,1.234956780461534542e+01,7.948094245330168633e+04
4.572802644253270625e+14,5.101920005840666628e-01,1.230844803276415611e+01,6.728658647729635413e+04
4.654653920294196875e+14,5.279381575666820536e-01,1.227210327269426493e+01,5.725063363722752547e+04
4.735794474280746875e+14,5.456843145492974445e-01,1.223989258348968789e+01,4.893562133659672691e+04
4.816297808087962500e+14,5.634304715319128354e-01,1.221127698077330237e+01,4.201037852066931373e+04
4.896259803959884375e+14,5.811766285145282263e-01,1.218579284418717279e+01,3.621562573423021240e+04
4.975750273884228125e+14,5.989227854971436171e-01,1.216304716817714926e+01,3.133814434896268358e+04
5.054843274528018750e+14,6.166689424797590080e-01,1.214270083395613575e+01,2.721604666735002684e+04
5.133610715467953750e+14,6.344150994623743989e-01,1.212445748485633956e+01,2.371430181802671359e+04
5.212072848929735625e+14,6.521612564449897897e-01,1.210806312877209123e+01,2.072722887696483303e+04
5.290234265748961250e+14,6.699074134276051806e-01,1.209329170659936814e+01,1.817065243555763664e+04
5.368236290423467500e+14,6.876535704102205715e-01,1.207994931311982612e+01,1.597624634030031120e+04
5.446125942812867500e+14,7.053997273928359624e-01,1.206786326868148507e+01,1.407710064269605391e+04
5.523924597942923125e+14,7.231458843754512422e-01,1.205688021736528448e+01,1.242550072881097185e+04
5.601578070399051250e+14,7.408920413580666331e-01,1.204686603631420638e+01,1.101863911262822512e+04
5.679245820396236250e+14,7.586381983406820240e-01,1.203769955580074225e+01,9.780233999500971549e+03
5.756969419774385000e+14,7.763843553232974148e-01,1.202927424773620402e+01,8.700164154884267191e+03
5.834688164878168750e+14,7.941305123059128057e-01,1.202149378461487572e+01,7.753714108537667926e+03
5.912498757227478750e+14,8.118766692885281966e-01,1.201427136957043018e+01,6.923844195740661235e+03
5.990492882705451250e+14,8.296228262711435875e-01,1.200753061381374032e+01,6.193990568726499987e+03
6.068635111058740000e+14,8.473689832537589783e-01,1.200120034974104222e+01,5.550743776781300767e+03
6.146962496799082500e+14,8.651151402363743692e-01,1.199521719604899239e+01,4.982731428748636972e+03
6.225585371008513750e+14,8.828612972189897601e-01,1.198952325518487783e+01,4.478785692573690540e+03
