rhoc,M,R,Lambda,I
4.023607081106438750e+14,2.973129048631245608e-01,1.300877494045660576e+01,7.092288068961646641e+05,1.569287707809651489e-01
4.148794022101799375e+14,3.155036738189627710e-01,1.278807906410080797e+01,5.356009040408023866e+05,1.693657519459608463e-01
4.271129808374020625e+14,3.336944427748009812e-01,1.260476839753197886e+01,4.110642988663117867e+05,1.821251902858080085e-01
4.389541947139041875e+14,3.518852117306391913e-01,1.245082913575534000e+01,3.200101151442137780e+05,1.951916693837991157e-01
4.503538721452308750e+14,3.700759806864774015e-01,1.232043839092799509e+01,2.522290796420173720e+05,2.085561576812092199e-01
4.614070511215361875e+14,3.882667496423156117e-01,1.220920570517070836e+01,2.010969105489484500e+05,2.222103754698797895e-01
4.721434962691871875e+14,4.064575185981538219e-01,1.211369375829594119e+01,1.619468145159883425e+05,2.361463748896984183e-01
4.825719138355249375e+14,4.246482875539919766e-01,1.203121512892012213e+01,1.316019423865616554e+05,2.503558089757532690e-01
4.926947853602806250e+14,4.428390565098302423e-01,1.195965905127440543e+01,1.078393962477479217e+05,2.648329575360148236e-01
5.025653669662646875e+14,4.610298254656683969e-01,1.189735392269733261e+01,8.905688381452174508e+04,2.795734394466440897e-01
5.122237683358636250e+14,4.792205944215066626e-01,1.184294793001746982e+01,7.405477859676274238e+04,2.945732192295910101e-01
5.216236895687307500e+14,4.974113633773448173e-01,1.179529149698936408e+01,6.197124156858089555e+04,3.098281041561282700e-01
5.308016211648309375e+14,5.156021323331829720e-01,1.175346731368339448e+01,5.216783220008257194e+04,3.253336062883778190e-01
5.398326043798260000e+14,5.337929012890212377e-01,1.171668643832563284e+01,4.416061446139385953e+04,3.410864955118649844e-01
5.487290638878891250e+14,5.519836702448595034e-01,1.168429793994957322e+01,3.757253222160620498e+04,3.570828823257566342e-01
5.574973644548058125e+14,5.701744392006976581e-01,1.165573758267911941e+01,3.212016733479614413e+04,3.733189839561225076e-01
5.660654659823536250e+14,5.883652081565358127e-01,1.163052523722986109e+01,2.757761200052893037e+04,3.897904044534349910e-01
5.745064861575042500e+14,6.065559771123740784e-01,1.160826045650564886e+01,2.377464368876992012e+04,4.064944632385705248e-01
5.828363528213910000e+14,6.247467460682123441e-01,1.158860101628993533e+01,2.057628674569961368e+04,4.234286403803573240e-01
5.910456477779117500e+14,6.429375150240504988e-01,1.157123880534737381e+01,1.787379470088122980e+04,4.405905123980624061e-01
5.991667799359812500e+14,6.611282839798886535e-01,1.155591340447732840e+01,1.558098722125739368e+04,4.579759831211385745e-01
6.071884701414778750e+14,6.793190529357269192e-01,1.154238843195626174e+01,1.362344781866650010e+04,4.755822654719952247e-01
6.150948836887712500e+14,6.975098218915651849e-01,1.153045972463363533e+01,1.194880543688385842e+04,4.934063462771604569e-01
6.229557600617457500e+14,7.157005908474033395e-01,1.151994937369395799e+01,1.051013353540948447e+04,5.114457591982524143e-01
6.307158329064561250e+14,7.338913598032414942e-01,1.151070753512245659e+01,9.267561681474429861e+03,5.296982540395736017e-01
6.384398056068222500e+14,7.520821287590797599e-01,1.150259621679060729e+01,8.195021344603384932e+03,5.481618359755344727e-01
6.460998015603468750e+14,7.702728977149179146e-01,1.149549532903786542e+01,7.262989978239967058e+03,5.668345477791856268e-01
6.537122718750581250e+14,7.884636666707560693e-01,1.148929313835298061e+01,6.451231822668638415e+03,5.857140137688697790e-01
6.612797136020801250e+14,8.066544356265943350e-01,1.148388803917143086e+01,5.743211183388575591e+03,6.047978083489529144e-01
6.687935971268392500e+14,8.248452045824326007e-01,1.147919197435027883e+01,5.123252669238092494e+03,6.240832090232826257e-01
6.762757781752986250e+14,8.430359735382707553e-01,1.147512263861346504e+01,4.579854992490045333e+03,6.435677955078881185e-01
6.837025374157437500e+14,8.612267424941090210e-01,1.147160517988244344e+01,4.100606173135958670e+03,6.632494503957935272e-01
6.911045332142193750e+14,8.794175114499471757e-01,1.146857368607193450e+01,3.678277782092986854e+03,6.831253425344426811e-01
6.984863808552876250e+14,8.976082804057853304e-01,1.146596667057152885e+01,3.305544486002592294e+03,7.031933194084128980e-01
7.058638095962167500e+14,9.157990493616235961e-01,1.146372889629795466e+01,2.975405946618815960e+03,7.234509492212922721e-01
7.132333408442957500e+14,9.339898183174617508e-01,1.146180912895163928e+01,2.681846901404799610e+03,7.438953734910297433e-01
7.205999669029547500e+14,9.521805872733000164e-01,1.146015741918188979e+01,2.420969288482931461e+03,7.645243173451279350e-01
7.279586271718237500e+14,9.703713562291381711e-01,1.145873811629390815e+01,2.188525559997263827e+03,7.853355576466687360e-01
7.352936543518392500e+14,9.885621251849764368e-01,1.145750964300055230e+01,1.980915350716956254e+03,8.063273200231833027e-01
7.426455402701583750e+14,1.006752894140814591e+00,1.145644012668433120e+01,1.795114111687656759e+03,8.274974023390082589e-01
7.499825019247497500e+14,1.024943663096652857e+00,1.145549474226497466e+01,1.628674310178496398e+03,8.488435175252085907e-01
7.573544407418441250e+14,1.043134432052490901e+00,1.145464261946810858e+01,1.479230644671891241e+03,8.703631851224108429e-01
7.647004429366888750e+14,1.061325201008329167e+00,1.145385215887768560e+01,1.345172618199348562e+03,8.920538437700384904e-01
7.720843825434863750e+14,1.079515969964167432e+00,1.145310327839577447e+01,1.224607052996601169e+03,9.139135222226911770e-01
7.794733869808538750e+14,1.097706738920005698e+00,1.145237011290936380e+01,1.116048355212181150e+03,9.359409170747763351e-01
7.868931084579295000e+14,1.115897507875843964e+00,1.145163093657096098e+01,1.017874508868232851e+03,9.581337983541150516e-01
7.943399601464788750e+14,1.134088276831682229e+00,1.145086037869482176e+01,9.289862465683988830e+02,9.804887661268579802e-01
8.018068791725348750e+14,1.152279045787520273e+00,1.145003640613109575e+01,8.489843448371377690e+02,1.003002857330776765e+00
8.093241760402921250e+14,1.170469814743358317e+00,1.144913857268650936e+01,7.762631916268935584e+02,1.025674323750970895e+00
8.168603538682125000e+14,1.188660583699196582e+00,1.144815084208958389e+01,7.104470107951353839e+02,1.048501055264135173e+00
8.244574564214062500e+14,1.206851352655034848e+00,1.144705352974789569e+01,6.506459448341551024e+02,1.071479465255111618e+00
8.320848349317691250e+14,1.225042121610873114e+00,1.144582490610103775e+01,5.962636873333105996e+02,1.094607044542800223e+00
8.397655255401327500e+14,1.243232890566711379e+00,1.144444915109279215e+01,5.467725888797660900e+02,1.117880412086156516e+00
8.475005306076656250e+14,1.261423659522549645e+00,1.144291263532916325e+01,5.017213464174239448e+02,1.141297844940355688e+00
8.552781439179708750e+14,1.279614428478387689e+00,1.144119989673649052e+01,4.606466320538887658e+02,1.164856804465679296e+00
8.631322233579203750e+14,1.297805197434225732e+00,1.143929751444451171e+01,4.231705803724721591e+02,1.188554367911911047e+00
8.710379736700396250e+14,1.315995966390063998e+00,1.143718613188133659e+01,3.889501731724112688e+02,1.212387283580104613e+00
8.790281747766636250e+14,1.334186735345902264e+00,1.143484973072059319e+01,3.576340988104869894e+02,1.236351222409557860e+00
8.870818819499578750e+14,1.352377504301740530e+00,1.143227126730669241e+01,3.290510562871446609e+02,1.260443005064777022e+00
8.952063302390445000e+14,1.370568273257578795e+00,1.142943802337039116e+01,3.028277138948898823e+02,1.284659930237838532e+00
9.034232543909091250e+14,1.388759042213417061e+00,1.142633812278292282e+01,2.788239907302665301e+02,1.308998888036489561e+00
9.117173873270365000e+14,1.406949811169255327e+00,1.142295483791866673e+01,2.568252846190580385e+02,1.333456312815671563e+00
9.201187913824015000e+14,1.425140580125093592e+00,1.141927327243509716e+01,2.366017488663369193e+02,1.358028259507542579e+00
9.286161973976985000e+14,1.443331349080931414e+00,1.141527738018802296e+01,2.180476023084272867e+02,1.382710794296963419e+00
9.372273163066088750e+14,1.461522118036769680e+00,1.141095113772329483e+01,2.010272276909701645e+02,1.407499152866060088e+00
9.459523480337535000e+14,1.479712886992607945e+00,1.140627612428784587e+01,1.853448501952537697e+02,1.432388922213478688e+00
9.547918028714098750e+14,1.497903655948446211e+00,1.140123504086274586e+01,1.709319933206530209e+02,1.457374983596972928e+00
9.637664207158330000e+14,1.516094424904284477e+00,1.139580978736693417e+01,1.576673359953437625e+02,1.482452361525729678e+00
9.728322339580925000e+14,1.534285193860122742e+00,1.138998370687980000e+01,1.454462317444581743e+02,1.507616024518058540e+00
9.820483658793173750e+14,1.552475962815961008e+00,1.138374091083961126e+01,1.341836814380850171e+02,1.532861638813852068e+00
9.914139966939491250e+14,1.570666731771798830e+00,1.137706318788410265e+01,1.237981509235135178e+02,1.558183881381857816e+00
1.000944071696354250e+15,1.588857500727637095e+00,1.136993046640635008e+01,1.142282293758775040e+02,1.583576991527385402e+00
1.010650957428434625e+15,1.607048269683475361e+00,1.136231967904010354e+01,1.053886923330711198e+02,1.609033463184989854e+00
1.020544983114233750e+15,1.625239038639313627e+00,1.135420384533452065e+01,9.722064865554051494e+01,1.634545565751309715e+00
1.030631159782691250e+15,1.643429807595151892e+00,1.134555882614822231e+01,8.969188860115430373e+01,1.660105795629862602e+00
1.040892547605067875e+15,1.661620576550990158e+00,1.133635907710004531e+01,8.272189986261948036e+01,1.685706269547027070e+00
1.051376817935241875e+15,1.679811345506828424e+00,1.132658009313226621e+01,7.628675482999732083e+01,1.711339473161178848e+00
1.062077609415166750e+15,1.698002114462666690e+00,1.131619441416014205e+01,7.033638337017387698e+01,1.736996781361334063e+00
1.073031305608464125e+15,1.716192883418504511e+00,1.130516818627253528e+01,6.482533761969780528e+01,1.762668085904269821e+00
1.084255878529177750e+15,1.734383652374342777e+00,1.129346481261793933e+01,5.973304732945803863e+01,1.788341778953919325e+00
1.095771845597731625e+15,1.752574421330181043e+00,1.128104340594991406e+01,5.501780101971473158e+01,1.814004670531274899e+00
