rhoc,M,R,Lambda
8.820371375547987500e+14,1.649349389747359895e+00,1.231078092685909020e+01,1.458995977488374649e+02
8.938337297855780000e+14,1.668131356392350106e+00,1.229283539970520778e+01,1.338676256756250780e+02
9.059558397973553750e+14,1.686913323037340318e+00,1.227396080478213669e+01,1.227725879065889814e+02
9.184282619265432500e+14,1.705695289682330307e+00,1.225410348397170779e+01,1.125712180727138190e+02
9.312779991445816250e+14,1.724477256327320518e+00,1.223320615987102755e+01,1.031556648182842082e+02
9.445386399431327500e+14,1.743259222972310507e+00,1.221120332274512421e+01,9.448360846389455503e+01
9.582393496976785000e+14,1.762041189617300718e+00,1.218802261469286030e+01,8.647077821554734101e+01
9.724164953506847500e+14,1.780823156262290707e+00,1.216358431370698590e+01,7.908276621902810177e+01
9.871144826676927500e+14,1.799605122907280919e+00,1.213779820209895277e+01,7.226316281437129874e+01
1.002389005251688500e+15,1.818387089552271130e+00,1.211056189834100927e+01,6.596727812314908590e+01
1.018295766713722000e+15,1.837169056197261119e+00,1.208175896426914342e+01,6.015332510254859244e+01
1.034891375395302750e+15,1.855951022842251330e+00,1.205125545391721253e+01,5.478307490465667229e+01
1.052256631349385000e+15,1.874732989487241319e+00,1.201889688906988951e+01,4.982486722044077254e+01
1.070486352466726125e+15,1.893514956132231530e+00,1.198450221611714817e+01,4.523422001968820183e+01
1.089687985016925750e+15,1.912296922777221519e+00,1.194785792565490823e+01,4.099607740569851444e+01
1.109985668528667875e+15,1.931078889422211731e+00,1.190870823707626691e+01,3.707499143831059030e+01
1.131540640186748250e+15,1.949860856067201942e+00,1.186674364948155613e+01,3.345149259686657217e+01
1.154556606692471250e+15,1.968642822712191931e+00,1.182158230781856290e+01,3.008519890499943727e+01
1.179282863011762250e+15,1.987424789357182142e+00,1.177274455468558934e+01,2.697063327682451828e+01
1.206043607132478750e+15,2.006206756002172131e+00,1.171961256525356099e+01,2.407964284090822460e+01
1.235271944890501250e+15,2.024988722647162120e+00,1.166136950147972051e+01,2.139565249530313906e+01
1.267587104002586750e+15,2.043770689292152554e+00,1.159689432589561164e+01,1.889543650467620850e+01
1.303871670894815500e+15,2.062552655937142543e+00,1.152457277942715308e+01,1.655758602158203985e+01
1.345478467394526500e+15,2.081334622582132532e+00,1.144193029355938407e+01,1.435793828686452045e+01
1.394763460742393000e+15,2.100116589227122965e+00,1.134480574099956485e+01,1.226873602608382008e+01
1.456344562221244250e+15,2.118898555872112954e+00,1.122508997796359331e+01,1.024202266934264038e+01
1.542272698544755750e+15,2.137680522517102943e+00,1.106187165090566182e+01,8.171847865943048461e+00
1.782431949806348750e+15,2.156462489162092933e+00,1.063574209262520753e+01,4.952374001572210638e+00
