rhoc,M,R,Lambda
5.425959188666911875e+14,1.118188138880558347e+00,1.350441757422723832e+01,2.488925015528891890e+03
5.498866629112923750e+14,1.137729873048816565e+00,1.349340146983522004e+01,2.252826871607672729e+03
5.572336192122102500e+14,1.157271607217074783e+00,1.348231575744961575e+01,2.041646745642058249e+03
5.646314597825213750e+14,1.176813341385333000e+00,1.347112968378194253e+01,1.851146556643728672e+03
5.720875539097272500e+14,1.196355075553591440e+00,1.345981454792726417e+01,1.680607417591790636e+03
5.796088278155976250e+14,1.215896809721849436e+00,1.344834412228497555e+01,1.526744546775421895e+03
5.871900331803083750e+14,1.235438543890107876e+00,1.343669183085703800e+01,1.388070204667632652e+03
5.948441065973313750e+14,1.254980278058366094e+00,1.342483346507052744e+01,1.263217327874274361e+03
6.025778712191007500e+14,1.274522012226624312e+00,1.341274355484849679e+01,1.150151265586825275e+03
6.103863678154277500e+14,1.294063746394882530e+00,1.340039843534647801e+01,1.048202880420767315e+03
6.182805048344762500e+14,1.313605480563140748e+00,1.338777386834461858e+01,9.558024329450469168e+02
6.262674931955031250e+14,1.333147214731398966e+00,1.337484722866330245e+01,8.721118380216478272e+02
6.343413895538633750e+14,1.352688948899657406e+00,1.336159576867716936e+01,7.961046540210437570e+02
6.425158039475798750e+14,1.372230683067915624e+00,1.334799571769762494e+01,7.270080910718262430e+02
6.507985698197746250e+14,1.391772417236173842e+00,1.333402537543353539e+01,6.643097841597657407e+02
6.591886625219830000e+14,1.411314151404432060e+00,1.331966009936484951e+01,6.073331581130678387e+02
6.676991057711166250e+14,1.430855885572690278e+00,1.330487745801637978e+01,5.553886133743151277e+02
6.763366876034940000e+14,1.450397619740948496e+00,1.328965260998051257e+01,5.080746950106022837e+02
6.850952714546110000e+14,1.469939353909206714e+00,1.327396117250525975e+01,4.649680650836639870e+02
6.939950264209545000e+14,1.489481088077465154e+00,1.325777891954379939e+01,4.256391547859300886e+02
7.030431640684998750e+14,1.509022822245723372e+00,1.324107919571869019e+01,3.897363310137600934e+02
7.122416828955753750e+14,1.528564556413981590e+00,1.322383568319564695e+01,3.568871448129356736e+02
7.216072101604997500e+14,1.548106290582239808e+00,1.320601981725904928e+01,3.268518095851580370e+02
7.311491122454617500e+14,1.567648024750498026e+00,1.318760236713855072e+01,2.994178368984885878e+02
7.408700428785595000e+14,1.587189758918756244e+00,1.316855182428022708e+01,2.742530474907128450e+02
7.507861758755270000e+14,1.606731493087014462e+00,1.314883507219198933e+01,2.512738852990073042e+02
7.609095428295380000e+14,1.626273227255272902e+00,1.312841890083857166e+01,2.302098770960917591e+02
7.712485493717751250e+14,1.645814961423531120e+00,1.310726533950785822e+01,2.108630105295048338e+02
7.818253499634065000e+14,1.665356695591789338e+00,1.308533571849775790e+01,1.931047875533711249e+02
7.926552023707251250e+14,1.684898429760047556e+00,1.306258730278330482e+01,1.768223180135713619e+02
8.037507727194680000e+14,1.704440163928305774e+00,1.303897332691087030e+01,1.619062192435566203e+02
8.151300743678108750e+14,1.723981898096563992e+00,1.301444547943934005e+01,1.481693757262150370e+02
8.268165410886438750e+14,1.743523632264822210e+00,1.298894829193231715e+01,1.355728312630342032e+02
8.388325937760827500e+14,1.763065366433080650e+00,1.296242375153373061e+01,1.239845796566976475e+02
8.512004324546613750e+14,1.782607100601338868e+00,1.293480648356890939e+01,1.133313297815435448e+02
8.639543804758183750e+14,1.802148834769597086e+00,1.290602527454097803e+01,1.035249328434790357e+02
8.771247946536640000e+14,1.821690568937855303e+00,1.287599954734137775e+01,9.451748604600041404e+01
8.907459045762502500e+14,1.841232303106113521e+00,1.284464104364088044e+01,8.622352600759431596e+01
9.048549946239605000e+14,1.860774037274371739e+00,1.281184924110594814e+01,7.859288958379502787e+01
9.195000413664765000e+14,1.880315771442629957e+00,1.277751196256041588e+01,7.155110802558432681e+01
9.347364344253048750e+14,1.899857505610888397e+00,1.274150104697702623e+01,6.508525150973986229e+01
9.506273863172652500e+14,1.919399239779146615e+00,1.270366977994693869e+01,5.911500458355030219e+01
9.672446430358230000e+14,1.938940973947404833e+00,1.266384664152242756e+01,5.361512227021951560e+01
9.846701524506971250e+14,1.958482708115663051e+00,1.262183346341635470e+01,4.854275528652918581e+01
1.003002127660715750e+15,1.978024442283921269e+00,1.257739504397636132e+01,4.387059914957065843e+01
1.022364727561840750e+15,1.997566176452179487e+00,1.253025055892220863e+01,3.956557433016315883e+01
1.042908319616820500e+15,2.017107910620437927e+00,1.248006089549769548e+01,3.558667368121501795e+01
1.064820334373314625e+15,2.036649644788695923e+00,1.242640715250466066e+01,3.191396617948185366e+01
1.088334373843155875e+15,2.056191378956954363e+00,1.236876210068595405e+01,2.852127245886233808e+01
1.113751373242814875e+15,2.075733113125212803e+00,1.230644897662915405e+01,2.538399424417059080e+01
1.141479720872349000e+15,2.095274847293470799e+00,1.223857214815208394e+01,2.247601943199635599e+01
1.172089538624872750e+15,2.114816581461728795e+00,1.216390185511479594e+01,1.977811774246393028e+01
1.206408957949036250e+15,2.134358315629987235e+00,1.208067091903379442e+01,1.726427741645554548e+01
1.245711439312969500e+15,2.153900049798245675e+00,1.198616455284958171e+01,1.490826013425041552e+01
1.292158943093077500e+15,2.173441783966503671e+00,1.187582071949583451e+01,1.267901573821528061e+01
1.350066623227095250e+15,2.192983518134762111e+00,1.174075625934092493e+01,1.052665590396339645e+01
1.430671887860673250e+15,2.212525252303020551e+00,1.155804904578548786e+01,8.341235413436548285e+00
1.654810204813812750e+15,2.232066986471278547e+00,1.108701171364800153e+01,4.970447165846705317e+00
