rhoc,M,R,Lambda
3.051072426411562500e+14,2.972007035614951387e-01,1.310364684502653532e+01,9.223337106686804909e+05
3.134982150549123750e+14,3.163234968218189835e-01,1.297037286025130953e+01,7.038919932749641594e+05
3.216833640712135000e+14,3.354462900821427729e-01,1.286285323735195973e+01,5.452943089457394090e+05
3.296680349537095000e+14,3.545690833424666177e-01,1.277553573843636592e+01,4.280224097207450541e+05
3.374902995771097500e+14,3.736918766027904626e-01,1.270429069025426116e+01,3.399227305401194608e+05
3.451675514969174375e+14,3.928146698631143074e-01,1.264598594689082489e+01,2.728325246794415289e+05
3.527117006288668125e+14,4.119374631234380968e-01,1.259820592829259667e+01,2.210673257425152115e+05
3.601327023031444375e+14,4.310602563837619416e-01,1.255906909330595767e+01,1.806767471549939073e+05
3.674460846905531250e+14,4.501830496440857310e-01,1.252708772350690936e+01,1.488189518062986899e+05
3.746637744564265625e+14,4.693058429044095758e-01,1.250105728089500801e+01,1.234607241014501487e+05
3.817964180782421875e+14,4.884286361647334207e-01,1.248001516004068101e+01,1.031134720950933552e+05
3.888511327229652500e+14,5.075514294250572656e-01,1.246316636978185777e+01,8.663988705835139262e+04
3.958342808679853125e+14,5.266742226853811104e-01,1.244985659050370685e+01,7.320289370190404588e+04
4.027550345935195000e+14,5.457970159457048442e-01,1.243954868556917503e+01,6.215313215169733303e+04
4.096210572186439375e+14,5.649198092060288001e-01,1.243178400067242251e+01,5.305108425738516962e+04
4.164399066997941875e+14,5.840426024663525340e-01,1.242618541961644851e+01,4.548379071709013078e+04
4.232180470189593750e+14,6.031653957266763788e-01,1.242243012861795748e+01,3.915576837403367972e+04
4.299586224198379375e+14,6.222881889870002237e-01,1.242023799059139577e+01,3.383566768949684774e+04
4.366601683606783125e+14,6.414109822473239575e-01,1.241937713476422545e+01,2.935006391278712908e+04
4.433352556755395000e+14,6.605337755076479134e-01,1.241964526529872259e+01,2.553861977947643754e+04
4.499885391870359375e+14,6.796565687679716472e-01,1.242086492468580516e+01,2.230236334053712562e+04
4.566250129563901250e+14,6.987793620282954921e-01,1.242288728065507897e+01,1.953375844150656121e+04
4.632438858889137500e+14,7.179021552886193369e-01,1.242557762034571489e+01,1.716016377870291399e+04
4.698524344543896875e+14,7.370249485489431818e-01,1.242882250662488097e+01,1.510819662157373932e+04
4.764554964830803125e+14,7.561477418092670266e-01,1.243251682097291777e+01,1.333945033860220792e+04
4.830552403167001875e+14,7.752705350695907605e-01,1.243657429400045444e+01,1.180891380014106289e+04
4.896486781611984375e+14,7.943933283299147163e-01,1.244091475046426076e+01,1.047258105497771248e+04
