rhoc,M,R,Lambda
6.428324515194246250e+14,2.257560799486147740e+00,1.474384010508145337e+01,6.221779168643644198e+01
6.519407097962350000e+14,2.282374776311295594e+00,1.472022599291613076e+01,5.677223866165892474e+01
6.613819807842390000e+14,2.307188753136443449e+00,1.469483152981656282e+01,5.174867689930820092e+01
6.711905250843397500e+14,2.332002729961591303e+00,1.466752738330063899e+01,4.712522584902764322e+01
6.813974983525040000e+14,2.356816706786739157e+00,1.463816658213627697e+01,4.285558784773519392e+01
6.920496639232453750e+14,2.381630683611887012e+00,1.460657954140302195e+01,3.891888074134251951e+01
7.031970028245225000e+14,2.406444660437034866e+00,1.457256769103452321e+01,3.528662301452443018e+01
7.148948141941108750e+14,2.431258637262182720e+00,1.453589907482701626e+01,3.193469314938406711e+01
7.272158570139037500e+14,2.456072614087330575e+00,1.449629803980069909e+01,2.884574642094983332e+01
7.402467619032758750e+14,2.480886590912478429e+00,1.445343105140801043e+01,2.599112813991652260e+01
7.540917267467343750e+14,2.505700567737626283e+00,1.440689479849594967e+01,2.335374208784771710e+01
7.688822176380385000e+14,2.530514544562774137e+00,1.435618274959332119e+01,2.091521290109196940e+01
7.847872420081528750e+14,2.555328521387921992e+00,1.430065548377144324e+01,1.865995046987396577e+01
8.020300225064398750e+14,2.580142498213069846e+00,1.423948000391788149e+01,1.657216979485917108e+01
8.209122405127211250e+14,2.604956475038217700e+00,1.417153795435999442e+01,1.463543308517438923e+01
8.418602516127306250e+14,2.629770451863365555e+00,1.409526388289519439e+01,1.283358575742028762e+01
8.655090722360313750e+14,2.654584428688513409e+00,1.400835078912064802e+01,1.114953318762632861e+01
8.928784296058318750e+14,2.679398405513661263e+00,1.390713411743641892e+01,9.569846475890289028e+00
9.258085526540703750e+14,2.704212382338809117e+00,1.378510890739966754e+01,8.061397429852974028e+00
9.682877214714842500e+14,2.729026359163956972e+00,1.362832502096348897e+01,6.583474282945546818e+00
1.137462356713643500e+15,2.753840335989104826e+00,1.331365319345926501e+01,4.674927773272187004e+00
