rhoc,M,R,Lambda
3.104758888050200000e+14,2.975588776874392716e-01,1.279192535683470489e+01,1.004428173808024498e+06
3.188603876335135625e+14,3.164718648580981952e-01,1.268090382545970662e+01,7.681481278039244935e+05
3.270491844777488125e+14,3.353848520287571744e-01,1.259182869719265696e+01,5.959892659136635484e+05
3.350597353746478750e+14,3.542978391994160980e-01,1.252002561666323466e+01,4.682974160230970010e+05
3.429083481973594375e+14,3.732108263700750772e-01,1.246199592082123075e+01,3.722138165826766053e+05
3.506133295737355000e+14,3.921238135407340009e-01,1.241507372483986238e+01,2.989574324262081645e+05
3.581936995593186875e+14,4.110368007113929245e-01,1.237719439817239930e+01,2.423299849877437809e+05
3.656593662880834375e+14,4.299497878820519037e-01,1.234674072857902516e+01,1.980654765679699485e+05
3.730214733392573125e+14,4.488627750527108828e-01,1.232242901594937479e+01,1.631518049961772631e+05
3.802912959914175625e+14,4.677757622233698065e-01,1.230322342390971180e+01,1.353678927007026796e+05
3.874793776378545000e+14,4.866887493940287301e-01,1.228828907578285445e+01,1.130145539253003662e+05
3.945947312809501875e+14,5.056017365646876538e-01,1.227693493507185174e+01,9.494272628552019887e+04
4.016443165012622500e+14,5.245147237353466885e-01,1.226859986996338314e+01,8.019045137864135904e+04
4.086342483121000625e+14,5.434277109060056121e-01,1.226280388450974890e+01,6.807740819858074246e+04
4.155717861900966875e+14,5.623406980766645358e-01,1.225915920202843346e+01,5.808462043844004074e+04
4.224577912774661875e+14,5.812536852473235705e-01,1.225733217319800161e+01,4.976665582148820977e+04
4.293045560038262500e+14,6.001666724179823831e-01,1.225703904391792420e+01,4.282065828348080686e+04
4.361178275096276875e+14,6.190796595886414178e-01,1.225804276097098011e+01,3.698382041325966566e+04
4.429020655714791875e+14,6.379926467593003414e-01,1.226013643202370496e+01,3.206327081682565404e+04
4.496612463180970625e+14,6.569056339299592651e-01,1.226314102215810564e+01,2.789081937998836656e+04
4.563957140577478750e+14,6.758186211006182997e-01,1.226690753113138577e+01,2.433803954089316539e+04
4.631105761518641875e+14,6.947316082712771124e-01,1.227130087625810617e+01,2.130943217745717993e+04
4.698148998527999375e+14,7.136445954419361470e-01,1.227620615652969072e+01,1.869979459591266641e+04
4.765130998571518750e+14,7.325575826125950707e-01,1.228152430800898998e+01,1.645842541410310514e+04
4.832035526898973125e+14,7.514705697832539943e-01,1.228716474758321908e+01,1.452079035522970298e+04
4.898902748962490625e+14,7.703835569539130290e-01,1.229304903727018505e+01,1.284320940488682754e+04
4.965800743348707500e+14,7.892965441245718416e-01,1.229910949631508110e+01,1.138827574367894886e+04
5.032744181734025000e+14,8.082095312952308763e-01,1.230528418146118597e+01,1.011540142375246069e+04
5.099734824686045000e+14,8.271225184658898000e-01,1.231152040339624243e+01,9.004479142344152933e+03
5.166870651301168125e+14,8.460355056365487236e-01,1.231776837668356883e+01,8.030920833788736672e+03
5.234173530847435000e+14,8.649484928072077583e-01,1.232398515170902265e+01,7.176840440116571699e+03
5.301631402190614375e+14,8.838614799778666820e-01,1.233013166120552562e+01,6.423998154390953459e+03
5.369311188051268750e+14,9.027744671485256056e-01,1.233617279181317627e+01,5.759652680784730364e+03
5.437211862849203750e+14,9.216874543191845293e-01,1.234207347392390375e+01,5.172358118074846061e+03
5.505343814101555000e+14,9.406004414898434529e-01,1.234780962046090558e+01,4.652162941214715829e+03
5.573804855471414375e+14,9.595134286605024876e-01,1.235335345929509643e+01,4.189987770710700715e+03
5.642607334337236250e+14,9.784264158311614112e-01,1.235867946201612710e+01,3.779094233942645133e+03
5.711766465679383750e+14,9.973394030018203349e-01,1.236376557942985244e+01,3.412416829705537566e+03
5.781340571375837500e+14,1.016252390172479370e+00,1.236859200525214320e+01,3.085477400431813749e+03
5.851315914782528750e+14,1.035165377343138182e+00,1.237313852025791761e+01,2.793428204849258691e+03
5.921752242507403750e+14,1.054078364513797217e+00,1.237738691971827976e+01,2.531358387755660715e+03
5.992684421304596250e+14,1.072991351684456252e+00,1.238132189989113563e+01,2.296224608322218046e+03
6.064117202565600000e+14,1.091904338855115064e+00,1.238492598950129953e+01,2.085495808835633397e+03
6.136132514843965000e+14,1.110817326025773877e+00,1.238818467008215585e+01,1.895472208908524408e+03
6.208758078509877500e+14,1.129730313196433134e+00,1.239108331737903157e+01,1.724659817263919649e+03
6.282013847416698750e+14,1.148643300367091946e+00,1.239360739918242693e+01,1.570466018032727789e+03
6.355946960092972500e+14,1.167556287537750759e+00,1.239574312873348028e+01,1.431144263861701802e+03
6.430533364627822500e+14,1.186469274708409793e+00,1.239747748129706828e+01,1.305319612628716186e+03
6.505880133339267500e+14,1.205382261879068828e+00,1.239879777589849041e+01,1.191309740785656004e+03
6.582025977545311250e+14,1.224295249049727641e+00,1.239969058214079922e+01,1.088132332023905292e+03
6.659026180885091250e+14,1.243208236220386675e+00,1.240014400761963209e+01,9.945301196132118093e+02
6.736918531863891250e+14,1.262121223391045710e+00,1.240014305819912721e+01,9.094237614484432015e+02
6.815706574057881250e+14,1.281034210561704523e+00,1.239967696348112902e+01,8.321302029697343414e+02
6.895465804244326250e+14,1.299947197732363335e+00,1.239873038855255949e+01,7.617937798441774930e+02
6.976243940344766250e+14,1.318860184903022592e+00,1.239729110841398985e+01,6.976996201064773686e+02
7.058128458661515000e+14,1.337773172073681405e+00,1.239534528248764644e+01,6.394414466474536312e+02
7.141159328203505000e+14,1.356686159244340217e+00,1.239287783046626146e+01,5.861744766842554100e+02
7.225397920622221250e+14,1.375599146414999474e+00,1.238987455484728351e+01,5.376265267862788733e+02
7.310890187641055000e+14,1.394512133585658287e+00,1.238632022617502670e+01,4.932184531524089834e+02
7.397699906823578750e+14,1.413425120756317099e+00,1.238219735727921744e+01,4.526709200390305341e+02
7.485935502243508750e+14,1.432338107926976356e+00,1.237749079496224347e+01,4.155264036978721265e+02
7.575650598056908750e+14,1.451251095097635169e+00,1.237218162550888145e+01,3.814790234020417188e+02
7.666960931891628750e+14,1.470164082268293981e+00,1.236625167877395981e+01,3.503269522424237152e+02
7.759909413306455000e+14,1.489077069438952794e+00,1.235968013562721168e+01,3.217983163217689366e+02
7.854586812155473750e+14,1.507990056609612051e+00,1.235244672520302700e+01,2.956145591298013642e+02
7.951135358279665000e+14,1.526903043780270863e+00,1.234452844385029557e+01,2.715808577410925864e+02
8.049639715537377500e+14,1.545816030950929676e+00,1.233590156703348306e+01,2.495096407251020594e+02
8.150251368712545000e+14,1.564729018121588933e+00,1.232653917344297945e+01,2.292428368987549732e+02
8.253068833291261250e+14,1.583642005292247745e+00,1.231641404802812900e+01,2.105741772585847400e+02
8.358201195948122500e+14,1.602554992462906558e+00,1.230549540204258285e+01,1.934503296019994991e+02
8.465816281144957500e+14,1.621467979633565815e+00,1.229375119056786048e+01,1.778208709455962264e+02
8.576133775855706250e+14,1.640380966804224627e+00,1.228114558936757916e+01,1.631529381349434971e+02
8.689291627854170000e+14,1.659293953974883440e+00,1.226763978288687262e+01,1.497726282291342557e+02
