rhoc,M,R,Lambda,I
3.488315394732128750e+14,2.977746386673974510e-01,1.325343970281120143e+01,7.976772839812833117e+05,1.654781279316469289e-01
3.584979243797931250e+14,3.196440567416842793e-01,1.303102177002332773e+01,5.808094131736375857e+05,1.823811507491503447e-01
3.676387463492818125e+14,3.415134748159711076e-01,1.285609566921565339e+01,4.321035276616947958e+05,1.998857357160400694e-01
3.762444187902608125e+14,3.633828928902579358e-01,1.271704779495801318e+01,3.275170681954504689e+05,2.179719111375082730e-01
3.843760872378980000e+14,3.852523109645447086e-01,1.260574286846286896e+01,2.523496852577493410e+05,2.366244572573250049e-01
3.921353952401623125e+14,4.071217290388315369e-01,1.251626899373895796e+01,1.971998883153827046e+05,2.558308728860164138e-01
3.996071821225767500e+14,4.289911471131183651e-01,1.244421443073329669e+01,1.560846287684481940e+05,2.755785276000369821e-01
4.068559889262788125e+14,4.508605651874051379e-01,1.238621328608699557e+01,1.249489961256572278e+05,2.958555175222790101e-01
4.139269486223425000e+14,4.727299832616920217e-01,1.233966132041770791e+01,1.010438445792699058e+05,3.166493744279224032e-01
4.208858307886075000e+14,4.945994013359787944e-01,1.230249776672863149e+01,8.245321187547770387e+04,3.379477398233236007e-01
4.277759167540781250e+14,5.164688194102655672e-01,1.227309141256640856e+01,6.784911593880511646e+04,3.597373427187362527e-01
4.346183505559775000e+14,5.383382374845524510e-01,1.225011618623995169e+01,5.624489673923877854e+04,3.820047135131700577e-01
4.414373846959343750e+14,5.602076555588393347e-01,1.223248710905547654e+01,4.695209629810867773e+04,4.047364744537889636e-01
4.482095683382413125e+14,5.820770736331261075e-01,1.221931189018022934e+01,3.943742088474074262e+04,4.279199155551891565e-01
4.549402966826545625e+14,6.039464917074128802e-01,1.220990147208603460e+01,3.331868588777307741e+04,4.515420625417687073e-01
4.616184264971067500e+14,6.258159097816997640e-01,1.220362855178444406e+01,2.829363620025680575e+04,4.755923520460857423e-01
4.682382462310852500e+14,6.476853278559865368e-01,1.220001142247497405e+01,2.414286747076048778e+04,5.000598150439830025e-01
4.748131468480291250e+14,6.695547459302733095e-01,1.219863102057531101e+01,2.069691832604236697e+04,5.249353093919870705e-01
4.812949034621158125e+14,6.914241640045601933e-01,1.219915164093543858e+01,1.781500710657099626e+04,5.502099597285387000e-01
4.877198548947185000e+14,7.132935820788469661e-01,1.220128321166794549e+01,1.539805400858203211e+04,5.758758746687944186e-01
4.940635980807531875e+14,7.351630001531337388e-01,1.220477694448600836e+01,1.335429179953184939e+04,6.019262976868000603e-01
5.003316437369297500e+14,7.570324182274206226e-01,1.220943626367612289e+01,1.162215041447559270e+04,6.283549461836781536e-01
5.065547291437599375e+14,7.789018363017075064e-01,1.221507897697989620e+01,1.014834251570583365e+04,6.551562772650365574e-01
5.127152033901924375e+14,8.007712543759941681e-01,1.222155627527849653e+01,8.887167605374414052e+03,6.823249281234367025e-01
5.188609618328661250e+14,8.226406724502810519e-01,1.222873384958087151e+01,7.804947428787096214e+03,7.098549382581479383e-01
5.249370268528807500e+14,8.445100905245679357e-01,1.223648911547665463e+01,6.871586269399983394e+03,7.377420797387410634e-01
5.310074703794740625e+14,8.663795085988548195e-01,1.224472710033676393e+01,6.067851845889829747e+03,7.659801780881402289e-01
5.370111925083188125e+14,8.882489266731414812e-01,1.225335671074008204e+01,5.369304961887447462e+03,7.945650829667251225e-01
5.430132828817010000e+14,9.101183447474283650e-01,1.226230032194427721e+01,4.762412475306296983e+03,8.234922812727133445e-01
5.489465780415041875e+14,9.319877628217152488e-01,1.227148700691887306e+01,4.233711449686155902e+03,8.527574215500763888e-01
5.548861375024609375e+14,9.538571808960019105e-01,1.228085673983146187e+01,3.771047298559547471e+03,8.823564244327914974e-01
5.607517743689446250e+14,9.757265989702887943e-01,1.229035883173949451e+01,3.364576847492630804e+03,9.122856333397659778e-01
5.666268064943027500e+14,9.975960170445756781e-01,1.229994231627149759e+01,3.008488387582637642e+03,9.425415391637006479e-01
5.724386567873605000e+14,1.019465435118862340e+00,1.230957235394107840e+01,2.693976407584154003e+03,9.731202669821510387e-01
5.782522875721378750e+14,1.041334853193149224e+00,1.231920400914683356e+01,2.416956467977305238e+03,1.004019053032893405e+00
5.840288235692147500e+14,1.063204271267436107e+00,1.232880897033536272e+01,2.171570947393302959e+03,1.035235166552569197e+00
5.897956543711485000e+14,1.085073689341722991e+00,1.233835762998151253e+01,1.953954182772482000e+03,1.066765142730708993e+00
5.955533749511450000e+14,1.106943107416009653e+00,1.234782391068862140e+01,1.760900715226556031e+03,1.098606172250484958e+00
6.012889565812362500e+14,1.128812525490296537e+00,1.235717622881621480e+01,1.588797965397830922e+03,1.130756033499648261e+00
6.070427045724996250e+14,1.150681943564583420e+00,1.236640092348758735e+01,1.435613948922837153e+03,1.163211068353279476e+00
