rhoc,M,R,Lambda,I
2.240000000000000000e+14,2.833347909189337099e-01,1.595002025000056634e+01,2.415367164200838655e+06,2.134318283457160847e-01
2.318837192517231562e+14,2.996834531744492214e-01,1.568002160000053635e+01,1.859143261400874238e+06,2.291924135752706482e-01
2.397674385034463125e+14,3.164003550659230668e-01,1.545002275000051206e+01,1.442208734284464503e+06,2.455787648633998288e-01
2.476511577551694375e+14,3.334760364269846455e-01,1.524002380000048795e+01,1.127039702118536457e+06,2.625903480798991718e-01
2.555348770068925938e+14,3.509052547534163846e-01,1.506002470000046856e+01,8.867803691517196130e+05,2.802275414690246769e-01
2.634185962586157500e+14,3.686841258596980642e-01,1.491002545000045032e+01,7.022510528564495035e+05,2.984970855695032732e-01
2.713023155103389062e+14,3.868314409491162009e-01,1.477002615000043484e+01,5.593400054274223512e+05,3.174247622687780268e-01
2.791860347620620625e+14,4.053329346602301264e-01,1.465002675000042132e+01,4.479726800505011925e+05,3.370043977510742694e-01
2.870697540137851875e+14,4.241260433389273388e-01,1.454002730000040877e+01,3.608715440659190645e+05,3.571749288667416811e-01
2.949534732655083750e+14,4.432561122363559147e-01,1.444002780000039898e+01,2.921857323781349696e+05,3.779991064454364391e-01
3.028371925172315000e+14,4.626985422603893117e-01,1.436002820000038938e+01,2.377041762756625249e+05,3.994462811191880625e-01
3.107209117689546250e+14,4.824047277102893050e-01,1.428002860000037977e+01,1.943883812860432372e+05,4.214792229469302987e-01
3.186046310206778125e+14,5.024287038783005199e-01,1.421002895000037292e+01,1.596212430072615971e+05,4.441553228246855056e-01
3.264883502724009375e+14,5.226702769801024884e-01,1.415002925000036527e+01,1.317176743763897684e+05,4.673694503935301170e-01
3.343720695241241250e+14,5.431970342087888426e-01,1.409002955000035939e+01,1.091237122768243717e+05,4.912056143121766305e-01
3.422557887758472500e+14,5.639452446578134825e-01,1.404002980000035450e+01,9.078960988895567425e+04,5.155860414846114015e-01
3.501395080275703750e+14,5.848456756213061825e-01,1.400003000000034881e+01,7.587775010015032603e+04,5.404374134633691540e-01
3.580232272792935625e+14,6.060439558473628141e-01,1.395003025000034391e+01,6.361146569381366135e+04,5.659291547503201292e-01
3.659069465310167500e+14,6.273859035083901858e-01,1.392003040000034098e+01,5.354786325180193671e+04,5.918819589645640811e-01
3.737906657827398750e+14,6.488395211099429183e-01,1.388003060000033528e+01,4.525963978433137527e+04,6.182493195216167692e-01
3.816743850344630000e+14,6.704662937910985665e-01,1.385003075000033235e+01,3.838214910877247894e+04,6.451104951419861511e-01
3.895581042861861250e+14,6.922724684409116147e-01,1.382003090000032941e+01,3.265093816859406070e+04,6.724709903531411737e-01
3.974418235379093125e+14,7.141629037400302193e-01,1.379003105000032647e+01,2.787426134575976539e+04,7.002094173880826222e-01
4.053255427896325000e+14,7.361209493320375330e-01,1.377003115000032274e+01,2.387963775475232978e+04,7.282966149143068613e-01
4.132092620413556250e+14,7.581526807726816086e-01,1.375003125000032078e+01,2.052392910852097339e+04,7.567471603804667435e-01
4.210929812930787500e+14,7.802366627763582807e-01,1.373003135000031882e+01,1.769572799724535435e+04,7.855184021317815901e-01
4.289767005448018750e+14,8.023926915495780410e-01,1.371003145000031687e+01,1.529941737955429198e+04,8.146304009382697719e-01
4.368604197965250625e+14,8.246058957993235294e-01,1.369003155000031491e+01,1.326511427046726385e+04,8.440692475895994473e-01
4.447441390482482500e+14,8.468163753114564818e-01,1.367003165000031295e+01,1.153554133418551282e+04,8.737423356468292379e-01
4.526278582999713750e+14,8.690230463252142101e-01,1.366003170000031197e+01,1.005898289266601569e+04,9.036334720619180194e-01
4.605115775516945000e+14,8.912246033949111634e-01,1.364003180000030824e+01,8.795225003854695387e+03,9.337516376594621192e-01
4.683952968034176250e+14,9.133812212254389662e-01,1.362003190000030628e+01,7.711005579995753578e+03,9.640145572373466365e-01
4.762790160551408125e+14,9.354929220977770132e-01,1.361003195000030530e+01,6.777935742255765945e+03,9.944351865125491408e-01
4.841627353068640000e+14,9.575461133903770961e-01,1.360003200000030432e+01,5.972814987300227585e+03,1.024976374761875419e+00
4.920464545585871250e+14,9.795187645939043009e-01,1.358003210000030236e+01,5.276186537921186755e+03,1.055585779560894943e+00
4.999301738103102500e+14,1.001415245317143876e+00,1.357003215000030139e+01,4.671943637878659501e+03,1.086287410793492114e+00
5.078138930620334375e+14,1.023206484265366534e+00,1.356003220000030041e+01,4.146715464050582341e+03,1.117015948479680887e+00
5.156976123137565625e+14,1.044896238046468362e+00,1.355003225000029943e+01,3.688892680149855096e+03,1.147775435122325272e+00
5.235813315654796875e+14,1.066510696614519471e+00,1.353003235000029747e+01,3.287811407883833454e+03,1.178579009909666908e+00
5.314650508172028750e+14,1.087996314377271734e+00,1.352003240000029471e+01,2.936853073828672677e+03,1.209354875535725293e+00
5.393487700689260000e+14,1.109344870859571675e+00,1.351003245000029374e+01,2.628828942647962776e+03,1.240081839901168603e+00
5.472324893206491875e+14,1.130541893658389085e+00,1.350003250000029276e+01,2.358027406103451085e+03,1.270731953269143233e+00
5.551162085723723125e+14,1.151554677931998505e+00,1.349003255000029178e+01,2.119625579632034260e+03,1.301234886683562575e+00
5.629999278240955000e+14,1.172384935273713458e+00,1.347003265000028982e+01,1.909274640220782203e+03,1.331597955915329923e+00
5.708836470758186250e+14,1.193013591067175305e+00,1.346003270000028884e+01,1.723174864068037095e+03,1.361772462936212236e+00
5.787673663275417500e+14,1.213576718270460209e+00,1.345003275000028786e+01,1.557402598528734416e+03,1.391962989721205801e+00
5.866510855792650000e+14,1.233935048665853795e+00,1.344003280000028688e+01,1.410113538576025348e+03,1.421936833497211783e+00
5.945348048309880000e+14,1.254068994289165184e+00,1.343003285000028590e+01,1.279250367296759350e+03,1.451665951124915033e+00
6.024185240827112500e+14,1.273973772956658923e+00,1.341003295000028395e+01,1.162687298625886569e+03,1.481148409387215148e+00
6.103022433344343750e+14,1.293636686612781528e+00,1.340003300000028297e+01,1.058716747944565896e+03,1.510339595630767917e+00
6.181859625861575000e+14,1.313211430168343741e+00,1.339003305000028021e+01,9.649904429153864385e+02,1.539450607485283395e+00
6.260696818378807500e+14,1.332528460230580913e+00,1.338003310000027923e+01,8.812163381575261383e+02,1.568237108855965012e+00
6.339534010896037500e+14,1.351587579716944765e+00,1.336003320000027728e+01,8.061540967362053607e+02,1.596700321255736466e+00
6.418371203413270000e+14,1.370379483326626513e+00,1.335003325000027630e+01,7.387248594352746522e+02,1.624799171213325844e+00
6.497208395930501250e+14,1.389080255049590651e+00,1.334003330000027532e+01,6.775388684756113662e+02,1.652789672141862676e+00
6.576045588447732500e+14,1.407488971026785718e+00,1.332003340000027336e+01,6.224851660634981272e+02,1.680374879492393392e+00
6.654882780964965000e+14,1.425585459505464225e+00,1.331003345000027238e+01,5.729016652792796549e+02,1.707499454020006358e+00
6.733719973482195000e+14,1.443508334403355020e+00,1.330003350000027140e+01,5.278589242263232109e+02,1.734381569348907082e+00
6.812557165999427500e+14,1.461235214144355643e+00,1.328003360000026944e+01,4.869706870908667611e+02,1.760982972694315585e+00
6.891394358516658750e+14,1.478636633608319428e+00,1.327003365000026847e+01,4.499916260937392281e+02,1.787082098496866722e+00
6.970231551033890000e+14,1.495809646103826829e+00,1.325003375000026473e+01,4.163287411637750211e+02,1.812839237493521605e+00
7.049068743551122500e+14,1.512823023471644213e+00,1.324003380000026375e+01,3.855680967185112422e+02,1.838360553050047308e+00
7.127905936068352500e+14,1.529489048976805821e+00,1.322003390000026180e+01,3.576650357785450183e+02,1.863317532196570925e+00
7.206743128585585000e+14,1.545922985850396225e+00,1.321003395000026082e+01,3.321508698868952933e+02,1.887911073610494261e+00
7.285580321102816250e+14,1.562178278575071966e+00,1.319003405000025886e+01,3.087636034866744694e+02,1.912211557031674669e+00
7.364417513620047500e+14,1.578074599596484218e+00,1.318003410000025788e+01,2.874805839025143541e+02,1.935921252192135844e+00
7.443254706137280000e+14,1.593790688917174014e+00,1.316003420000025592e+01,2.678657989419456840e+02,1.959329904678377421e+00
7.522091898654510000e+14,1.609266399218659549e+00,1.315003425000025494e+01,2.498776020727997889e+02,1.982323049705840168e+00
7.600929091171742500e+14,1.624408099407799622e+00,1.313003435000025121e+01,2.334583551404099921e+02,2.004807148978052123e+00
7.679766283688973750e+14,1.639435553488202801e+00,1.312003440000025023e+01,2.182062047634927353e+02,2.027022239616968147e+00
7.758603476206205000e+14,1.654126751459736866e+00,1.310003450000024827e+01,2.042521333988911465e+02,2.048695140351061816e+00
7.837440668723437500e+14,1.668561653648651610e+00,1.308003460000024631e+01,1.913838608600034377e+02,2.069921022799645627e+00
7.916277861240668750e+14,1.682809401382988401e+00,1.307003465000024534e+01,1.794701667247103956e+02,2.090797286223518903e+00
7.995115053757900000e+14,1.696694713053736203e+00,1.305003475000024338e+01,1.685456411690217635e+02,2.111080200177838151e+00
8.073952246275131250e+14,1.710481842953930798e+00,1.303003485000024142e+01,1.583513340562297174e+02,2.131130599619619925e+00
8.152789438792362500e+14,1.723920559847727185e+00,1.302003490000024044e+01,1.489651457950204474e+02,2.150583065671022087e+00
8.231626631309593750e+14,1.737165151278231123e+00,1.300003500000023671e+01,1.402493351762579721e+02,2.169685590720816126e+00
8.310463823826826250e+14,1.750174694723915403e+00,1.298003510000023475e+01,1.321543132357440129e+02,2.188355823937955247e+00
8.389301016344057500e+14,1.762878160268574801e+00,1.296003520000023279e+01,1.246848352500414450e+02,2.206484198084229575e+00
8.468138208861288750e+14,1.775444093162555026e+00,1.295003525000023181e+01,1.176840456744056382e+02,2.224328112720180606e+00
8.546975401378520000e+14,1.787642813138120568e+00,1.293003535000022985e+01,1.112374646101559392e+02,2.241552871169929961e+00
8.625812593895751250e+14,1.799769155762309003e+00,1.291003545000022790e+01,1.051571176112111772e+02,2.258577736754738829e+00
8.704649786412983750e+14,1.811512135078429120e+00,1.289003555000022594e+01,9.955089489085554533e+01,2.274929372017157281e+00
8.783486978930215000e+14,1.823144693017761719e+00,1.288003560000022496e+01,9.428296139948767518e+01,2.291039890397347900e+00
8.862324171447446250e+14,1.834463104976415515e+00,1.286003570000022123e+01,8.939541337674258159e+01,2.306603751145908099e+00
8.941161363964677500e+14,1.845616667395408861e+00,1.284003580000021927e+01,8.480509609754426492e+01,2.321813695464209903e+00
9.019998556481908750e+14,1.856512013015123586e+00,1.282003590000021731e+01,8.052385574437789728e+01,2.336582482079593959e+00
9.098835748999141250e+14,1.867204561588450051e+00,1.280003600000021535e+01,7.651340738587674650e+01,2.350923816900660768e+00
9.177672941516372500e+14,1.877672337849229489e+00,1.278003610000021339e+01,7.275132853402823230e+01,2.364872949938973790e+00
9.256510134033603750e+14,1.887934019756471127e+00,1.277003615000021242e+01,6.922803182006504130e+01,2.378414003238748631e+00
9.335347326550835000e+14,1.897957291785426603e+00,1.275003625000020868e+01,6.592695049595953094e+01,2.391501812318009179e+00
9.414184519068066250e+14,1.907783954554412409e+00,1.273003635000020672e+01,6.281602437929760185e+01,2.404187840828322376e+00
9.493021711585298750e+14,1.917413555409717363e+00,1.271003645000020477e+01,5.990529400398009585e+01,2.416544312798538208e+00
9.571858904102530000e+14,1.926834911536696504e+00,1.269003655000020281e+01,5.716127258679392753e+01,2.428478321255164829e+00
9.650696096619761250e+14,1.936031624190330147e+00,1.267003665000020085e+01,5.458866776325038472e+01,2.439982055831054986e+00
9.729533289136992500e+14,1.945051658197251454e+00,1.265003675000019889e+01,5.215682019966257599e+01,2.451128989407360237e+00
9.808370481654225000e+14,1.953848934522626868e+00,1.263003685000019694e+01,4.986770229556990586e+01,2.461879906706444743e+00
9.887207674171456250e+14,1.962490503513220297e+00,1.261003695000019320e+01,4.770509241296456082e+01,2.472286986835990241e+00
9.966044866688687500e+14,1.970873979949402610e+00,1.260003700000019222e+01,4.567216344765271430e+01,2.482228074859007982e+00
1.004488205920591875e+15,1.979161433682034676e+00,1.258003710000019026e+01,4.374314588502171830e+01,2.491960839353903445e+00
1.012371925172315000e+15,1.987163384960692891e+00,1.256003720000018831e+01,4.193713444978860139e+01,2.501191466662886942e+00
1.020255644424038250e+15,1.995086370390682040e+00,1.254003730000018635e+01,4.020579649972729896e+01,2.510193093693841693e+00
1.028139363675761375e+15,2.002713891601066276e+00,1.252003740000018439e+01,3.859057931177920153e+01,2.518701226078071453e+00
1.036023082927484500e+15,2.010264061007336789e+00,1.250003750000018243e+01,3.703894528070433267e+01,2.526955815268809857e+00
1.043906802179207625e+15,2.017572756967307424e+00,1.248003760000017870e+01,3.558689694623186028e+01,2.534844207214441703e+00
1.051790521430930750e+15,2.024747206080693918e+00,1.246003770000017674e+01,3.419879460707969088e+01,2.542401762457327408e+00
1.059674240682654000e+15,2.031721491249934619e+00,1.244003780000017478e+01,3.288969246701810789e+01,2.549608157779769346e+00
1.067557959934377125e+15,2.038542090566923370e+00,1.242003790000017283e+01,3.164748115341365420e+01,2.556528878139046945e+00
