rhoc,M,R,Lambda,I
2.240000000000000000e+14,3.953578121556525771e-01,1.421002895000037292e+01,6.434610312807412120e+05,3.545246554301818565e-01
2.322606133542092188e+14,4.242167828474582292e-01,1.418002910000036998e+01,4.721778463011758868e+05,3.915740370338780529e-01
2.405212267084184062e+14,4.531015262802690069e-01,1.416002920000036625e+01,3.524749034343250678e+05,4.295384219656024349e-01
2.487818400626276250e+14,4.819523638028679335e-01,1.414002930000036429e+01,2.673327583916722797e+05,4.682732416377000662e-01
2.570424534168368125e+14,5.107461291959232152e-01,1.414002930000036429e+01,2.055506867337115691e+05,5.076751132910289899e-01
2.653030667710460312e+14,5.394588983608860078e-01,1.414002930000036429e+01,1.600530012101574684e+05,5.476640919786608386e-01
2.735636801252552500e+14,5.680965234458074109e-01,1.414002930000036429e+01,1.260421286296817270e+05,5.881810285343738176e-01
2.818242934794644375e+14,5.966123680353553338e-01,1.415002925000036527e+01,1.002883800532325404e+05,6.291073259013401087e-01
2.900849068336736250e+14,6.249556148209663986e-01,1.416002920000036625e+01,8.057582236951781670e+04,6.703231314621262982e-01
2.983455201878828750e+14,6.530908377475264093e-01,1.416002920000036625e+01,6.533626799403515906e+04,7.117225344945985466e-01
3.066061335420920625e+14,6.811024224719292031e-01,1.417002915000036900e+01,5.338369431903047371e+04,7.533900690000858713e-01
3.148667468963012500e+14,7.088714197944022688e-01,1.418002910000036998e+01,4.395917457822717552e+04,7.950984844863923096e-01
3.231273602505105000e+14,7.364017306531853713e-01,1.419002905000037096e+01,3.646396445799045614e+04,8.368273910846130148e-01
3.313879736047196875e+14,7.637492477470659846e-01,1.420002900000037194e+01,3.043565946570691085e+04,8.786153476344792379e-01
3.396485869589288750e+14,7.907970925844712839e-01,1.420002900000037194e+01,2.556721405384054378e+04,9.202407948778875690e-01
3.479092003131380625e+14,8.176292144536021489e-01,1.421002895000037292e+01,2.159563888449080332e+04,9.618107987842039464e-01
3.561698136673472500e+14,8.441845471180396965e-01,1.422002890000037389e+01,1.834291886704613717e+04,1.003198957064051600e+00
3.644304270215565000e+14,8.704322799414410117e-01,1.422002890000037389e+01,1.566386818778977977e+04,1.044333293583717737e+00
