rhoc,M,R,Lambda,I
2.240000000000000000e+14,1.420799763231168911e-01,1.789001055000078466e+01,2.510217840751072764e+07,6.402083621863088880e-02
2.328481197605178750e+14,1.562427783738315756e-01,1.665001675000064552e+01,1.654104439086918719e+07,7.276350430696991445e-02
2.416962395210357500e+14,1.710793744084632695e-01,1.574002130000054400e+01,1.116017218394482136e+07,8.235640415727416008e-02
2.505443592815535938e+14,1.865993838637482749e-01,1.506002470000046856e+01,7.672731954413585365e+06,9.281955991136252304e-02
2.593924790420714688e+14,2.028210468677084377e-01,1.453002735000040779e+01,5.360126536675800569e+06,1.041903119856656401e-01
2.682405988025893438e+14,2.197316283320850938e-01,1.411002945000036135e+01,3.797789852341232821e+06,1.164846134753156626e-01
2.770887185631071875e+14,2.373191417139788040e-01,1.378003110000032549e+01,2.725840778935942799e+06,1.297200825941197955e-01
2.859368383236250625e+14,2.555696571843843468e-01,1.351003245000029374e+01,1.979773496306661749e+06,1.439125509919325085e-01
2.947849580841429375e+14,2.744495592718292909e-01,1.330003350000027140e+01,1.454051849115721881e+06,1.590613950949453792e-01
3.036330778446608125e+14,2.939179858558553238e-01,1.312003440000025023e+01,1.079571853723186068e+06,1.751566513400061309e-01
3.124811976051786875e+14,3.140086998604659230e-01,1.298003510000023475e+01,8.091302063831752166e+05,1.922501693497647435e-01
3.213293173656965000e+14,3.346765109283468265e-01,1.286003570000022123e+01,6.119597528946588282e+05,2.103239853477904542e-01
3.301774371262143750e+14,3.558294435461804017e-01,1.276003620000021144e+01,4.672804666202969383e+05,2.293159249077002249e-01
3.390255568867322500e+14,3.775281738483904914e-01,1.269003655000020281e+01,3.596109736373415799e+05,2.492968283684923181e-01
3.478736766472501250e+14,3.996759801766252007e-01,1.262003690000019418e+01,2.790696088856723509e+05,2.701906899089108749e-01
3.567217964077680000e+14,4.222708991416238011e-01,1.257003715000018929e+01,2.182449368690679839e+05,2.920135227613208651e-01
3.655699161682858750e+14,4.453006136601040943e-01,1.253003735000018537e+01,1.718958525598141132e+05,3.147589799983223080e-01
3.744180359288037500e+14,4.686988469480863895e-01,1.250003750000018243e+01,1.363437247663133021e+05,3.383679020079042865e-01
3.832661556893216250e+14,4.924106751258626735e-01,1.247003765000017772e+01,1.089161832423768064e+05,3.627966087542091600e-01
3.921142754498395000e+14,5.165168913947797424e-01,1.245003775000017576e+01,8.750019362191234541e+04,3.881256073932802808e-01
4.009623952103573750e+14,5.408443482519285084e-01,1.244003780000017478e+01,7.077142663493040891e+04,4.141810672300797469e-01
4.098105149708752500e+14,5.654548685240518013e-01,1.243003785000017380e+01,5.757240533167414833e+04,4.410291990427031017e-01
4.186586347313930625e+14,5.903388212659991252e-01,1.242003790000017283e+01,4.708106788058282109e+04,4.686595469065892305e-01
4.275067544919109375e+14,6.153669150829289558e-01,1.242003790000017283e+01,3.872772087812915561e+04,4.969205733185749208e-01
4.363548742524288125e+14,6.405228636430411182e-01,1.242003790000017283e+01,3.203223068147358572e+04,5.257865039860187828e-01
4.452029940129466875e+14,6.658876736172142374e-01,1.242003790000017283e+01,2.661414451575723069e+04,5.553574575177177008e-01
4.540511137734645625e+14,6.913912092157865619e-01,1.242003790000017283e+01,2.221630379116987024e+04,5.855347693464222347e-01
4.628992335339823750e+14,7.169490786583279096e-01,1.243003785000017380e+01,1.863442250916217017e+04,6.162107866994166461e-01
4.717473532945002500e+14,7.425419246611661972e-01,1.243003785000017380e+01,1.570336350579041937e+04,6.473531195914435932e-01
4.805954730550181250e+14,7.681613764588745008e-01,1.244003780000017478e+01,1.329171611579948512e+04,6.789394758597780966e-01
4.894435928155360000e+14,7.937899679968355438e-01,1.244003780000017478e+01,1.129609332284773336e+04,7.109399682426058575e-01
4.982917125760538750e+14,8.193999714541417845e-01,1.245003775000017576e+01,9.639420711634738836e+03,7.433047346826392454e-01
5.071398323365717500e+14,8.449680843110074502e-01,1.245003775000017576e+01,8.258004213172596792e+03,7.759895980836608587e-01
5.159879520970896250e+14,8.704650443748174204e-01,1.246003770000017674e+01,7.100894778464510637e+03,8.089390223504826505e-01
5.248360718576075000e+14,8.959004863819136633e-01,1.247003765000017772e+01,6.127232823903783355e+03,8.421610501431966433e-01
5.336841916181253750e+14,9.212580601621105370e-01,1.247003765000017772e+01,5.305687680254311999e+03,8.756221049315061622e-01
5.425323113786432500e+14,9.464764381165696738e-01,1.248003760000017870e+01,4.609505997958857733e+03,9.092048881412310157e-01
5.513804311391610625e+14,9.715688907489777870e-01,1.249003755000017968e+01,4.018052381023856469e+03,9.429371867083394809e-01
5.602285508996789375e+14,9.965101231670967508e-01,1.249003755000017968e+01,3.513163141988383359e+03,9.767544941498936817e-01
5.690766706601967500e+14,1.021276393255651671e+00,1.250003750000018243e+01,3.081305664702171271e+03,1.010605677498435995e+00
5.779247904207147500e+14,1.045862927334772152e+00,1.250003750000018243e+01,2.710600342770102543e+03,1.044480319682596470e+00
5.867729101812325000e+14,1.070248219202942108e+00,1.251003745000018341e+01,2.391169524782228564e+03,1.078321526302203903e+00
5.956210299417505000e+14,1.094409627027826737e+00,1.251003745000018341e+01,2.115607398995574385e+03,1.112081752849918503e+00
6.044691497022682500e+14,1.118339424989841513e+00,1.251003745000018341e+01,1.876499744417863894e+03,1.145750152843719061e+00
6.133172694627861250e+14,1.142002416866161330e+00,1.252003740000018439e+01,1.669183370477328936e+03,1.179235846422509226e+00
6.221653892233040000e+14,1.165408142062124508e+00,1.252003740000018439e+01,1.488546160193174046e+03,1.212552311853769327e+00
6.310135089838218750e+14,1.188549130413497634e+00,1.252003740000018439e+01,1.330954310069630765e+03,1.245678180599299800e+00
6.398616287443397500e+14,1.211447935142901500e+00,1.252003740000018439e+01,1.192557532124657655e+03,1.278607532970300165e+00
6.487097485048576250e+14,1.234121104641962230e+00,1.252003740000018439e+01,1.070810586818909542e+03,1.311371760169411038e+00
6.575578682653755000e+14,1.256475657505336407e+00,1.252003740000018439e+01,9.638487561179068734e+02,1.343806292991242657e+00
6.664059880258933750e+14,1.278530400406197920e+00,1.252003740000018439e+01,8.695022352869809765e+02,1.375953816389113404e+00
6.752541077864112500e+14,1.300233444678245309e+00,1.252003740000018439e+01,7.861586417063978161e+02,1.407674640535106825e+00
6.841022275469291250e+14,1.321645880561226338e+00,1.252003740000018439e+01,7.123618870399254774e+02,1.439083860409466897e+00
6.929503473074470000e+14,1.342844679932688745e+00,1.251003745000018341e+01,6.464087398532453790e+02,1.470266779740957208e+00
7.017984670679647500e+14,1.363684739460477635e+00,1.251003745000018341e+01,5.878891424319565431e+02,1.500996656196661450e+00
7.106465868284827500e+14,1.384160174857394177e+00,1.251003745000018341e+01,5.357944904962240571e+02,1.531255840421633652e+00
7.194947065890005000e+14,1.404287222415931957e+00,1.250003750000018243e+01,4.892652092116754829e+02,1.561064359651061384e+00
