rhoc,M,R,Lambda,I
2.240000000000000000e+14,2.817793225070869823e-01,1.375003125000032078e+01,2.022530359732522629e+06,1.973970758894594002e-01
2.330679396984925000e+14,3.082294379536139606e-01,1.362003190000030628e+01,1.381867184780226788e+06,2.244055928358539842e-01
2.421358793969849688e+14,3.352810197405600157e-01,1.353003235000029747e+01,9.637212876902899006e+05,2.530055148066562287e-01
2.512038190954774688e+14,3.629569464041456084e-01,1.347003265000028982e+01,6.843438251182433451e+05,2.832261351987792608e-01
2.602717587939699375e+14,3.911737839843959508e-01,1.342003290000028493e+01,4.939446277252875734e+05,3.149682161060901597e-01
2.693396984924624375e+14,4.199095580022260132e-01,1.339003305000028021e+01,3.617684706602693768e+05,3.482123419486943816e-01
2.784076381909549375e+14,4.491655300429168718e-01,1.337003315000027825e+01,2.684209228600510396e+05,3.829555403934291613e-01
2.874755778894474375e+14,4.788997963563664806e-01,1.337003315000027825e+01,2.015496566184497788e+05,4.191451943836622673e-01
2.965435175879398750e+14,5.090540613107342738e-01,1.337003315000027825e+01,1.530421867327337968e+05,4.567105456032847788e-01
3.056114572864323750e+14,5.395892669484322335e-01,1.337003315000027825e+01,1.174124873935594514e+05,4.955937079389878264e-01
3.146793969849248750e+14,5.705223485070174405e-01,1.338003310000027923e+01,9.090591490093004541e+04,5.358115543643590106e-01
3.237473366834173750e+14,6.017773293616435204e-01,1.339003305000028021e+01,7.100725506676759687e+04,5.772569129000827415e-01
3.328152763819098750e+14,6.333097843408759253e-01,1.341003295000028395e+01,5.593864688704559376e+04,6.198630291360153199e-01
3.418832160804023750e+14,6.650856989623552540e-01,1.342003290000028493e+01,4.440793224531476881e+04,6.635664768599972563e-01
3.509511557788948750e+14,6.971209292763038690e-01,1.344003280000028688e+01,3.550205939747278171e+04,7.083826632522111089e-01
3.600190954773873125e+14,7.293262290956913363e-01,1.346003270000028884e+01,2.858124590812977476e+04,7.541707534858771433e-01
3.690870351758798125e+14,7.616657227138015074e-01,1.347003265000028982e+01,2.316156170305812702e+04,8.008620009689393360e-01
3.781549748743723125e+14,7.941258146033378651e-01,1.349003255000029178e+01,1.888515036722281366e+04,8.484175256540680277e-01
3.872229145728647500e+14,8.266872105236142687e-01,1.351003245000029374e+01,1.548762493842722324e+04,8.967963519647599302e-01
3.962908542713572500e+14,8.592861136569797109e-01,1.353003235000029747e+01,1.277188230737217418e+04,9.458823579815898164e-01
4.053587939698497500e+14,8.918788878208712134e-01,1.355003225000029943e+01,1.059019373386056213e+04,9.955816938278471140e-01
4.144267336683422500e+14,9.244741899563937437e-01,1.356003220000030041e+01,8.824680057617229977e+03,1.045889228696839091e+00
4.234946733668347500e+14,9.570254368625908947e-01,1.358003210000030236e+01,7.389597469911919688e+03,1.096714345937043866e+00
4.325626130653272500e+14,9.894760474930979210e-01,1.360003200000030432e+01,6.216824769129963897e+03,1.147931734679239479e+00
