energy_densityc2,pressurec2,baryon_density
883755.767716063,20.0925231579,889291.875965158
904340.449907606,20.8433629114,910003.296829148
925404.308317729,21.6215824931,931197.082331564
946958.478766128,22.4281460589,952884.466643435
969014.355153087,23.2640500936,975076.945577296
991583.595417676,24.1303244212,997786.282680715
1014678.1276327,25.0280332442,1021024.51547182
1038310.1562398,25.9582762114,1044803.96182
1061899.16541047,26.8985288458,1068540.61400578
1086023.48828747,27.8721816902,1092816.53353508
1110695.28926614,28.8803904862,1117643.97189413
1135927.01021551,29.9243496025,1143035.4589078
1161731.37684673,31.0052932666,1169003.80906302
1188121.40522875,32.1244968345,1195562.12797602
1215110.40845493,33.2832780981,1222723.81900638
1242712.00346401,34.4829986316,1250502.59002142
1270940.11801908,35.7250651778,1278912.46031427
1299808.99784807,37.0109310754,1307967.76767897
1329333.21394992,38.3420977287,1337683.17564653
1359527.67006981,39.7201161206,1368073.68088521
1390407.61034796,41.1465883699,1399154.620769
1421988.62714566,42.6231693344,1430941.68111807
1454286.66905267,44.151568261,1463450.90411495
1487318.04908078,45.7335504835,1496698.69640072
1521099.45304694,47.3709391699,1530701.83735502
1555647.94815149,49.065617121,1565477.48756419
1590980.99175529,50.81952862,1601043.19748191
1627116.44036062,52.6346813359,1637416.91628638
1664072.55880083,54.5131482816,1674617.00093891
1701868.02964343,56.4570698281,1712662.22544823
1740521.9628117,58.4686557763,1751571.79034534
1780053.90542992,60.5501874873,1791365.33237346
1820483.85189766,62.7040200742,1832062.93439837
1861832.25419808,64.9325846548,1873685.13554367
1904120.03244636,67.2383906685,1916252.94155638
1947368.5856833,69.6240282583,1959787.8354081
1991599.80292032,72.0921707198,2004311.78813694
2036836.07444158,74.6455770181,2049847.26993583
2083100.30336906,77.2870943749,2096417.2614926
2130415.91749736,80.0196609281,2144045.26558786
2178806.88140399,82.8463084644,2192755.31895632
2228297.7088419,85.7701652273,2242572.00441748
2278913.47542116,88.7944588023,2293520.46328214
2330679.83158586,91.9225190815,2345626.40804048
2383623.01589411,95.1577813086,2398916.13533865
2437769.86860765,98.5037892072,2453416.53925001
2493147.84559849,101.9641981935,2509155.12484797
2549785.03258057,105.542778676,2566160.02208719
2607710.15967299,109.2434194442,2624460.00000001
2666963.25540305,113.0779924139,2684095.36905872
2727563.78022167,117.0574433659,2745085.82725682
2789542.34835505,121.1864691131,2807462.16616324
2852930.26784162,125.4698541685,2871255.87702091
2917759.55618965,129.9124667591,2936499.16664549
2984062.95638599,134.5192542769,3003224.97368522
3051873.95326388,139.295238136,3071466.98525031
3121226.79023768,144.2455079989,3141259.65392007
3192156.48641295,149.3752153424,3212638.21513676
3264698.85407993,154.689566325,3285638.70499441
3338890.51659932,160.1938139244,3360297.97843196
3414768.92668872,165.8932493098,3436653.72783988
3492372.38511839,171.793192416,3514744.50208933
3571740.05982649,177.8989816852,3594609.72599412
3652912.00546215,184.2159629456,3676289.72021453
3735929.18336571,190.7494773943,3759825.7216136
3820833.4819969,197.5048486546,3845259.90407584
3907667.73782031,204.4873688806,3932635.39979923
3996475.75665729,211.7022838806,4021996.3210708
4087302.33551706,219.1547772363,4113387.78253709
4180193.2849151,226.8499533958,4206855.92398077
4275195.45169101,234.792819722,4302447.93361453
4372356.74233703,242.9882674803,4400212.07190469
4471726.14684783,251.4410517541,4500197.69593577
4573353.76310339,260.155770281,4602455.28432892
4677290.82179693,269.1368412071,4707036.46272648
4783589.71192001,278.3884797595,4813994.02985553
4892304.00681683,287.9146738479,4923381.98418398
5003488.4908206,297.7191586053,5035255.55118207
5117199.18648481,307.8053898907,5149671.21120348
5233493.38242234,318.1765167792,5266686.72799974
5352429.66176636,328.8353530733,5386361.1778831
5474067.93126605,339.7843478798,5508754.97955147
5598469.45103225,351.025555299,5633929.92459142
5725696.86494598,362.5606032894,5761949.20867425
5855814.23174573,374.3906617726,5892877.4634607
5988887.05680817,386.5164100584,6026780.78923103
6124982.32463693,398.9380036772,6163726.78825625
6264168.53207652,411.6550407169,6303784.59892773
6406515.72226524,424.6665277741,6447024.93066213
6552095.51934598,437.970845638,6593520.09960002
6704653.3917523,451.7496857133,6747041.94303385
6860757.16714369,465.5737494117,6904138.34998686
7020491.09745462,479.5166726946,7064892.54968607
7183941.52448695,493.6625368892,7229389.70924665
